epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.336,2.30297,9.75725,1.02203,0.3767,0.39796,0.33458,0.11835,2.28942,3.37164,1.01946,0.000474782,0.000474782,0.000474782
2,104.536,2.1963,3.6839,1.00894,0.54998,0.46375,0.45296,0.17728,2.23567,1.55516,1.02081,0.000950641,0.000950641,0.000950641
3,145.693,2.14103,1.86434,1.00945,0.44178,0.51148,0.42979,0.1556,2.2967,1.55822,1.04394,0.0014246,0.0014246,0.0014246
4,186.835,2.12537,1.55989,1.00294,0.48377,0.46798,0.44055,0.16995,2.22522,1.6836,1.01795,0.0014226,0.0014226,0.0014226
5,227.702,2.08143,1.37302,0.98418,0.47534,0.5112,0.45317,0.18593,2.1811,1.49061,1.01936,0.00141763,0.00141763,0.00141763
6,269.413,2.03834,1.2821,0.97054,0.53727,0.45885,0.43952,0.16827,2.17582,1.39644,1.01245,0.00141127,0.00141127,0.00141127
7,309.798,2.01239,1.23688,0.98092,0.47956,0.61018,0.53755,0.21503,2.1131,1.37302,1.0088,0.00140351,0.00140351,0.00140351
8,349.962,1.99849,1.23448,0.96124,0.54922,0.50735,0.49623,0.19276,2.10694,1.40307,1.00072,0.00139438,0.00139438,0.00139438
9,390.327,1.98286,1.2063,0.96108,0.67048,0.44272,0.5325,0.21385,2.11838,1.40579,1.00178,0.0013839,0.0013839,0.0013839
10,430.219,1.95142,1.15643,0.96481,0.60548,0.50306,0.52334,0.19966,2.18471,1.39629,1.00557,0.00137208,0.00137208,0.00137208
11,470.477,1.94112,1.13807,0.95339,0.52063,0.51055,0.51773,0.22473,2.11878,1.4643,0.99848,0.00135895,0.00135895,0.00135895
12,510.733,1.91946,1.12234,0.95472,0.56784,0.48639,0.502,0.19748,2.11004,1.36903,0.99366,0.00134454,0.00134454,0.00134454
13,551.481,1.94147,1.12984,0.96174,0.68296,0.50997,0.58181,0.2425,2.10325,1.26491,0.99379,0.00132887,0.00132887,0.00132887
14,591.996,1.92851,1.08782,0.95495,0.73607,0.50018,0.60722,0.24604,2.10736,1.27711,1.0036,0.00131198,0.00131198,0.00131198
15,633.293,1.86859,1.05503,0.94691,0.66048,0.44394,0.51844,0.2085,2.13165,1.32148,0.99828,0.00129391,0.00129391,0.00129391
16,681.025,1.86135,1.07295,0.94687,0.56888,0.51268,0.53382,0.21988,2.10348,1.39707,0.99277,0.00127468,0.00127468,0.00127468
17,722.083,1.87809,1.0563,0.95407,0.65361,0.60956,0.60305,0.24847,2.06999,1.29194,0.98072,0.00125433,0.00125433,0.00125433
18,763.059,1.8602,1.03236,0.94055,0.64203,0.55373,0.57071,0.23721,2.06581,1.27294,0.99065,0.00123292,0.00123292,0.00123292
19,803.895,1.88214,1.04151,0.9458,0.62777,0.55331,0.60149,0.25041,2.06912,1.30622,0.98625,0.00121047,0.00121047,0.00121047
20,844.587,1.85738,1.018,0.9477,0.60995,0.52847,0.54983,0.2337,2.07932,1.28454,0.97846,0.00118704,0.00118704,0.00118704
21,887.14,1.84405,1.0074,0.94277,0.65641,0.53063,0.58249,0.24345,2.06809,1.30248,0.98176,0.00116267,0.00116267,0.00116267
22,927.617,1.84079,0.99314,0.93411,0.67774,0.55234,0.60014,0.24976,2.04389,1.24326,0.99057,0.00113742,0.00113742,0.00113742
23,967.89,1.82546,0.97628,0.93573,0.70684,0.53982,0.61166,0.25539,2.08642,1.32665,0.98635,0.00111132,0.00111132,0.00111132
24,1008.53,1.80381,0.97205,0.93577,0.64455,0.61661,0.64674,0.27307,2.0876,1.23452,0.98636,0.00108445,0.00108445,0.00108445
25,1048.89,1.83462,0.96689,0.93033,0.73914,0.51731,0.59554,0.24883,2.07919,1.31105,0.99113,0.00105684,0.00105684,0.00105684
26,1089.54,1.79448,0.94729,0.93483,0.57347,0.50147,0.55128,0.23488,2.0437,1.3894,0.98005,0.00102855,0.00102855,0.00102855
27,1130.15,1.77469,0.93082,0.9239,0.69709,0.5115,0.60589,0.25864,2.07886,1.23876,0.99256,0.000999653,0.000999653,0.000999653
28,1170.63,1.79703,0.92321,0.93188,0.73101,0.49224,0.57699,0.24652,2.07075,1.28538,0.99561,0.000970192,0.000970192,0.000970192
29,1211.35,1.7974,0.94768,0.91684,0.70142,0.55348,0.63539,0.27069,2.04676,1.23629,0.98137,0.00094023,0.00094023,0.00094023
30,1251.91,1.76048,0.93017,0.92847,0.699,0.6649,0.67465,0.28165,2.07085,1.18073,0.98086,0.000909827,0.000909827,0.000909827
31,1292.42,1.79741,0.91325,0.91937,0.70075,0.49061,0.58768,0.23647,2.10255,1.32663,0.99288,0.000879046,0.000879046,0.000879046
32,1333.07,1.7795,0.92508,0.92568,0.68118,0.56958,0.63664,0.2634,2.07317,1.27438,0.9824,0.000847948,0.000847948,0.000847948
33,1373.89,1.7552,0.89593,0.92977,0.68459,0.59837,0.64073,0.26339,2.06935,1.20488,0.984,0.000816596,0.000816596,0.000816596
34,1414.51,1.76992,0.89566,0.92989,0.67858,0.54817,0.59189,0.24995,2.04973,1.20406,0.97935,0.000785052,0.000785052,0.000785052
35,1454.95,1.73424,0.87502,0.91859,0.72443,0.53635,0.62994,0.2581,2.05458,1.18769,0.98567,0.00075338,0.00075338,0.00075338
