epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.9216,1.34495,4.07587,1.21705,0.0058,0.93388,0.21663,0.13958,1.16467,3.38132,1.03391,0.0002695,0.0002695,0.0002695
2,13.4563,1.34487,2.99018,1.19478,0.94768,0.05202,0.3845,0.25592,1.18189,2.99529,1.07462,0.000547056,0.000547056,0.000547056
3,15.9158,1.3242,2.53453,1.21421,0.67565,0.3629,0.56203,0.35056,1.19119,2.48966,1.08367,0.000824167,0.000824167,0.000824167
4,18.3518,1.27245,2.07709,1.18544,0.6027,0.68521,0.67143,0.43281,1.28399,1.83545,1.22365,0.000831487,0.000831487,0.000831487
5,20.75,1.28596,1.97348,1.19858,0.75078,0.8326,0.81,0.53178,1.21532,1.35649,1.21534,0.000830312,0.000830312,0.000830312
6,23.15,1.27023,1.87683,1.21558,0.73778,0.796,0.79371,0.53462,1.21861,1.19177,1.22577,0.000828803,0.000828803,0.000828803
7,25.5383,1.24836,1.68705,1.16459,0.74635,0.78129,0.81597,0.51732,1.27196,1.27403,1.23497,0.000826961,0.000826961,0.000826961
8,27.8989,1.24759,1.62404,1.18856,0.77956,0.80649,0.81882,0.53772,1.22228,1.16683,1.19852,0.000824787,0.000824787,0.000824787
9,30.2673,1.23764,1.55632,1.19084,0.80184,0.77775,0.83365,0.54593,1.25077,1.15387,1.24982,0.000822284,0.000822284,0.000822284
10,32.6417,1.23074,1.44604,1.16398,0.74611,0.88656,0.88253,0.58348,1.19319,1.0027,1.22016,0.000819453,0.000819453,0.000819453
11,34.9828,1.19857,1.41004,1.1724,0.84596,0.84989,0.90325,0.5914,1.19791,0.97459,1.19183,0.000816298,0.000816298,0.000816298
12,37.34,1.22493,1.35725,1.17523,0.8247,0.85838,0.89079,0.6007,1.17676,0.93008,1.18591,0.000812819,0.000812819,0.000812819
13,39.6531,1.19669,1.2447,1.15291,0.85027,0.89538,0.91461,0.60387,1.20495,0.88602,1.17553,0.00080902,0.00080902,0.00080902
14,41.9835,1.20952,1.26225,1.17504,0.83292,0.83978,0.89072,0.58023,1.19666,0.99386,1.20554,0.000804905,0.000804905,0.000804905
15,44.2465,1.19053,1.2291,1.14527,0.78358,0.8322,0.86349,0.57124,1.18766,1.03152,1.20038,0.000800477,0.000800477,0.000800477
16,46.5132,1.18937,1.1584,1.1533,0.89409,0.87049,0.93857,0.63342,1.16847,0.83173,1.1919,0.000795738,0.000795738,0.000795738
17,48.792,1.1707,1.10294,1.15985,0.81165,0.86079,0.89579,0.58739,1.19622,0.98777,1.19533,0.000790694,0.000790694,0.000790694
18,51.0504,1.17629,1.09169,1.14756,0.78623,0.91606,0.93412,0.63126,1.18196,0.87071,1.18092,0.000785348,0.000785348,0.000785348
19,53.3339,1.15562,1.00892,1.14066,0.90026,0.91529,0.93871,0.62245,1.18877,0.81948,1.19274,0.000779704,0.000779704,0.000779704
20,55.6416,1.18352,1.03002,1.15741,0.89149,0.87596,0.94867,0.62503,1.18892,0.88625,1.18194,0.000773768,0.000773768,0.000773768
21,64.5547,1.17466,1.02175,1.14607,0.85372,0.88374,0.90989,0.56868,1.32171,0.92927,1.29687,0.000767543,0.000767543,0.000767543
22,66.827,1.15341,0.9993,1.14744,0.83076,0.8698,0.92642,0.61184,1.19843,0.8736,1.20463,0.000761036,0.000761036,0.000761036
23,69.0835,1.15156,0.95683,1.15246,0.90683,0.88616,0.94644,0.63458,1.19583,0.79688,1.19617,0.000754251,0.000754251,0.000754251
24,71.4086,1.14995,0.92033,1.13229,0.89719,0.93365,0.94784,0.63381,1.21177,0.77162,1.21997,0.000747194,0.000747194,0.000747194
25,73.6868,1.10879,0.90575,1.12439,0.88633,0.94571,0.9605,0.64003,1.20457,0.72972,1.16571,0.000739871,0.000739871,0.000739871
26,76.0336,1.13619,0.92915,1.14025,0.88471,0.90911,0.94396,0.61332,1.23501,0.78804,1.21012,0.000732287,0.000732287,0.000732287
27,78.2795,1.13478,0.91119,1.13861,0.87378,0.90852,0.93537,0.63976,1.16046,0.77202,1.15873,0.000724449,0.000724449,0.000724449
28,80.5578,1.0939,0.84585,1.0983,0.87014,0.92085,0.94358,0.62958,1.186,0.78771,1.19371,0.000716364,0.000716364,0.000716364
29,82.8217,1.11195,0.84219,1.11596,0.85914,0.8837,0.91362,0.6133,1.17167,0.7776,1.1675,0.000708037,0.000708037,0.000708037
30,85.2158,1.08877,0.82831,1.10519,0.91473,0.86369,0.92861,0.60507,1.22071,0.79539,1.21657,0.000699476,0.000699476,0.000699476
31,87.5968,1.06959,0.81068,1.0952,0.89431,0.91162,0.93107,0.62838,1.16631,0.74072,1.18496,0.000690687,0.000690687,0.000690687
32,89.8647,1.08787,0.80215,1.11645,0.90595,0.89892,0.95418,0.64138,1.19457,0.72024,1.17524,0.000681678,0.000681678,0.000681678
33,92.1595,1.06375,0.79313,1.10716,0.87779,0.91097,0.93788,0.62411,1.2074,0.78452,1.20471,0.000672456,0.000672456,0.000672456
34,94.46,1.046,0.76761,1.0983,0.88081,0.8773,0.94372,0.62085,1.19284,0.8046,1.19478,0.000663029,0.000663029,0.000663029
35,96.7562,1.04433,0.77569,1.09327,0.87546,0.9309,0.93009,0.63167,1.17347,0.71739,1.17302,0.000653405,0.000653405,0.000653405
36,99.0316,1.0393,0.73599,1.08323,0.92659,0.90349,0.95631,0.62182,1.22295,0.6768,1.1972,0.00064359,0.00064359,0.00064359
37,101.287,1.04006,0.73552,1.09322,0.90335,0.88655,0.94145,0.62822,1.2171,0.71719,1.20085,0.000633594,0.000633594,0.000633594
38,103.543,1.03128,0.71076,1.08103,0.91626,0.84436,0.93616,0.61265,1.23467,0.81902,1.20901,0.000623424,0.000623424,0.000623424
39,105.773,1.05389,0.72369,1.10635,0.92086,0.93202,0.96001,0.62276,1.25572,0.65391,1.21755,0.000613088,0.000613088,0.000613088
40,108.033,1.05268,0.74446,1.07091,0.91116,0.95252,0.97111,0.64182,1.188,0.64873,1.17399,0.000602596,0.000602596,0.000602596
41,113.616,1.01481,0.72504,1.07732,0.90454,0.92956,0.96719,0.64493,1.19722,0.66761,1.20828,0.000591955,0.000591955,0.000591955
42,115.906,0.99611,0.67667,1.06602,0.90867,0.91895,0.96491,0.65559,1.19226,0.64921,1.17793,0.000581175,0.000581175,0.000581175
43,118.216,1.01723,0.68958,1.07962,0.89364,0.86815,0.93204,0.62783,1.21221,0.72324,1.18733,0.000570263,0.000570263,0.000570263
44,120.516,1.00044,0.67499,1.06972,0.90296,0.89662,0.9523,0.62928,1.2177,0.65394,1.18926,0.00055923,0.00055923,0.00055923
45,122.785,1.01608,0.68924,1.07694,0.87375,0.93445,0.93616,0.63077,1.19294,0.67708,1.18975,0.000548084,0.000548084,0.000548084
46,125.062,0.95778,0.63874,1.0477,0.93064,0.87886,0.94894,0.64141,1.20132,0.67665,1.19445,0.000536833,0.000536833,0.000536833
47,127.336,0.97625,0.65531,1.04951,0.92607,0.88581,0.94969,0.63739,1.21673,0.64991,1.20899,0.000525488,0.000525488,0.000525488
48,129.601,0.96168,0.63775,1.04924,0.91436,0.89347,0.95891,0.64572,1.18644,0.64706,1.16413,0.000514058,0.000514058,0.000514058
49,131.873,0.97028,0.64479,1.05142,0.88375,0.94577,0.96092,0.63148,1.22291,0.64072,1.20697,0.000502551,0.000502551,0.000502551
50,134.178,0.92544,0.62323,1.0321,0.89058,0.88986,0.93495,0.62609,1.18725,0.70176,1.19688,0.000490977,0.000490977,0.000490977
51,136.456,0.933,0.63047,1.04042,0.93031,0.91466,0.95083,0.63289,1.20558,0.65103,1.20697,0.000479346,0.000479346,0.000479346
52,138.747,0.94469,0.61441,1.04614,0.95963,0.87548,0.9657,0.65218,1.20014,0.63584,1.19849,0.000467668,0.000467668,0.000467668
53,141.017,0.9304,0.62607,1.02904,0.94317,0.88563,0.94603,0.64081,1.20422,0.69562,1.20193,0.000455951,0.000455951,0.000455951
54,143.306,0.92626,0.60697,1.03049,0.92227,0.91893,0.94573,0.63484,1.22009,0.67545,1.19806,0.000444205,0.000444205,0.000444205
55,145.581,0.9285,0.61144,1.01075,0.92147,0.90114,0.95915,0.64623,1.16772,0.64134,1.17731,0.00043244,0.00043244,0.00043244
56,147.876,0.92333,0.60389,1.02702,0.93805,0.88042,0.95489,0.65771,1.18397,0.63491,1.21081,0.000420665,0.000420665,0.000420665
57,150.16,0.8796,0.58951,1.01917,0.93906,0.91535,0.95422,0.63962,1.18545,0.61308,1.20275,0.00040889,0.00040889,0.00040889
58,152.418,0.90692,0.60474,1.02397,0.93875,0.90677,0.95658,0.62729,1.18975,0.62536,1.19061,0.000397125,0.000397125,0.000397125
59,154.682,0.86985,0.56202,1.01748,0.93028,0.88743,0.94235,0.62848,1.20214,0.6439,1.20774,0.000385379,0.000385379,0.000385379
60,156.961,0.85556,0.56187,1.0016,0.93412,0.90354,0.95574,0.64116,1.20464,0.6339,1.22093,0.000373662,0.000373662,0.000373662
61,162.613,0.87208,0.56194,1.01158,0.91363,0.93516,0.95435,0.64743,1.18913,0.63029,1.19183,0.000361984,0.000361984,0.000361984
62,164.89,0.85492,0.5592,0.98802,0.93167,0.89538,0.95557,0.64022,1.18055,0.61382,1.19163,0.000350353,0.000350353,0.000350353
63,167.184,0.83387,0.54712,0.99956,0.90051,0.93289,0.96215,0.65219,1.15733,0.59583,1.19841,0.000338779,0.000338779,0.000338779
64,169.488,0.86397,0.54957,1.00924,0.9199,0.91241,0.95323,0.64998,1.19592,0.59164,1.20448,0.000327272,0.000327272,0.000327272
65,171.83,0.84165,0.54756,0.99787,0.93015,0.925,0.96463,0.63875,1.24471,0.61703,1.23325,0.000315842,0.000315842,0.000315842
66,174.189,0.80777,0.53181,0.98521,0.92735,0.93881,0.9627,0.63504,1.2555,0.63367,1.24512,0.000304497,0.000304497,0.000304497
67,176.494,0.82139,0.54454,0.98152,0.92003,0.92128,0.961,0.64398,1.1779,0.61233,1.21863,0.000293246,0.000293246,0.000293246
68,178.824,0.81655,0.54503,0.99863,0.91356,0.93424,0.94323,0.646,1.1785,0.61665,1.2005,0.0002821,0.0002821,0.0002821
69,181.136,0.81328,0.52617,0.99374,0.93431,0.95235,0.96645,0.64566,1.19988,0.56233,1.20765,0.000271067,0.000271067,0.000271067
70,183.443,0.79784,0.53279,0.97865,0.91968,0.96527,0.97505,0.64664,1.2325,0.56121,1.22748,0.000260155,0.000260155,0.000260155
