epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,58.5179,2.28607,10.0284,1.02279,0.69466,0.31347,0.29224,0.1023,2.28081,3.22992,1.05111,0.000474702,0.000474702,0.000474702
2,91.3905,2.17631,3.83964,1.01324,0.65365,0.33453,0.29751,0.10941,2.20772,1.68202,1.04622,0.000950561,0.000950561,0.000950561
3,123.401,2.23279,2.00387,1.01892,0.36558,0.36224,0.31936,0.12399,2.19487,1.57749,1.03135,0.00142452,0.00142452,0.00142452
4,155.001,2.14015,1.54507,0.99884,0.64345,0.34859,0.31431,0.1147,2.20442,1.73939,1.01775,0.0014226,0.0014226,0.0014226
5,186.573,2.09752,1.3929,0.99742,0.47362,0.46905,0.43117,0.17163,2.1642,1.38412,1.01021,0.00141763,0.00141763,0.00141763
6,218.135,2.06974,1.31052,0.97452,0.73037,0.35941,0.36068,0.14016,2.10026,1.46366,1.00169,0.00141127,0.00141127,0.00141127
7,249.781,2.05452,1.28757,0.98266,0.7477,0.40886,0.4605,0.18209,2.10821,1.33077,1.00425,0.00140351,0.00140351,0.00140351
8,281.384,2.03295,1.24486,0.96471,0.68924,0.41718,0.47985,0.19491,2.10948,1.30586,1.01328,0.00139438,0.00139438,0.00139438
9,313.061,2.02023,1.21424,0.96979,0.75165,0.41128,0.44644,0.18825,2.08783,1.42846,1.00283,0.0013839,0.0013839,0.0013839
10,344.884,1.98267,1.19381,0.97566,0.44796,0.52961,0.45246,0.18244,2.08125,1.31353,1.00507,0.00137208,0.00137208,0.00137208
11,376.702,2.00057,1.19648,0.96859,0.68697,0.46034,0.5202,0.21313,2.02219,1.30624,1.00097,0.00135895,0.00135895,0.00135895
12,408.098,1.9646,1.14273,0.958,0.44932,0.58405,0.5221,0.21127,2.1101,1.23203,1.02315,0.00134454,0.00134454,0.00134454
13,439.661,1.956,1.13223,0.96021,0.5048,0.44485,0.46077,0.19045,2.13863,1.34476,1.01476,0.00132887,0.00132887,0.00132887
14,470.717,1.93423,1.10057,0.96608,0.66252,0.43424,0.49991,0.20569,2.09889,1.27422,0.99709,0.00131198,0.00131198,0.00131198
15,501.897,1.93898,1.09287,0.95612,0.59426,0.56489,0.55042,0.23251,2.04118,1.27097,1.00434,0.00129391,0.00129391,0.00129391
